id,skip_count,name,status_name,chapter_count
100494,6,Trọng Sinh Chi Mạnh Nhất Linh Kiếm,Hoàn thành,321
100496,6,Mị Hoặc Đế Vương Tâm: Đệ Nhất Sủng Phi,Hoàn thành,321
100501,6,Ta Cung Hóa Thương Là Chủ Thần,Hoàn thành,382
100504,6,Tận Thế Cực Hạn Tìm Đường Chết,Hoàn thành,351
100505,6,Chung Cực Vạn Năng Thăng Cấp Hệ Thống,Hoàn thành,354
100509,6,Dị Giới Chi Ác Ma Thợ Săn,Hoàn thành,378
100513,6,Ta Là Nội Y Cuồng,Hoàn thành,359
100514,6,Cửu Giai Hacker,Hoàn thành,351
100519,6,Giống Như Cao Thủ Ở Dị Giới,Hoàn thành,380
100521,6,Ta Có Vô Hạn Thanh Trang Bị,Hoàn thành,219
100522,6,Kêu Gọi Ta A,Hoàn thành,367
100525,6,Cự Long Chiến Kỷ,Hoàn thành,407
100530,6,Siêu Phàm Người Chơi,Hoàn thành,393
100534,6,Ác Ma Pháp Điển,Hoàn thành,160
100595,6,Tối Cường Hố Hàng Học Sinh,Hoàn thành,366
100608,6,Mệnh Vận Du Hí Chi Đế Quốc Quật Khởi,Hoàn thành,164
100612,6,Đại Chế Dược Sư Hệ Thống,Hoàn thành,310
100618,6,Thính Linh Sư,Hoàn thành,378
100620,6,Ta Muốn Làm Người Tốt,Hoàn thành,170
100624,6,Vô Địch Tiên Tôn Đô Thị Tung Hoành,Hoàn thành,199
100647,6,Ai Lĩnh Khen Thưởng Của Ta,Hoàn thành,287
100656,6,Ta Có Một Bộ Đại Đế Phân Thân,Hoàn thành,376
100675,6,Võng Du Chi Thần Cấp Virus Sư,Hoàn thành,389
100685,6,Ta Có Thể Thăng Cấp Thiên Phú A!,Hoàn thành,354
100686,6,Onepiece Chi Loạn Nhập Hệ Thống,Hoàn thành,367
100707,6,Marvel Vô Song,Hoàn thành,163
100711,6,Sử Thượng Mạnh Nhất Thánh Tử,Hoàn thành,271
100719,6,Bạn Ngồi Cùng Bàn Hung Mãnh,Hoàn thành,270
100752,6,Hỏa Ảnh Chi Cái Hệ Thống Bất Lương,Hoàn thành,205
100754,6,Wifi Tu Tiên,Hoàn thành,232
100755,6,Tối Cường Yêu Nghiệt Đường Tăng,Hoàn thành,207
100764,6,Thiên Đạo Tàng Kinh Các,Hoàn thành,355
100784,6,Tuyệt Thế Yêu Đế,Hoàn thành,361
100789,6,Tê Thiên Kỷ,Hoàn thành,368
100801,6,Ta Có Thể Khống Chế Đan Điền,Hoàn thành,281
100809,6,Ta Chỉ Nghĩ Ăn Lợi Tức,Hoàn thành,332
100811,6,Hồng Hoang Chi Ta Ở Tây Du Đánh Dấu,Hoàn thành,377
100814,6,Bắt Đầu Từ Max Cấp Thuộc Tính,Hoàn thành,316
100818,6,Tối Cường Internet Thần Hào,Hoàn thành,363
100819,6,Đô Thị Chi Hệ Thống Đại Trừu Tưởng,Hoàn thành,325
100839,6,Ta Xem Bói Bằng Wechat,Hoàn thành,388
100843,6,Trùng Sinh Tiểu Thuyết Phản Phái Công Tử,Hoàn thành,348
100848,6,Làm Thần Linh Tại Nhật Bản,Hoàn thành,251
100854,6,Pokemon Tùy Thân Mang Theo Master Ball,Hoàn thành,387
100858,6,Pokemon Tối Cường Giải Trí Quán Quân,Hoàn thành,264
100870,6,"Phu Nhân, Ta Yêu Mến Các Người A",Hoàn thành,260
100871,6,"Kỵ Sĩ Vương, Ta Bạn Gái Trước",Hoàn thành,294
100873,6,Trái Ác Quỷ Thành Tinh Rồi,Hoàn thành,296
100919,6,Ta Có Chư Thiên Vạn Giới Đồ,Hoàn thành,308
100924,6,Ta Nữ Phù Thuỷ Các Muội Muội,Hoàn thành,200
100950,6,Hòa Vũ Không Nhất Khởi Du Long Châu,Hoàn thành,280
100957,6,Somalia Đại Lãnh Chúa,Hoàn thành,301
100968,6,Loạn Tiên,Hoàn thành,292
100969,6,Nhân Giới Thứ Nhất Tiên,Hoàn thành,306
100980,6,Tu Tiên Chúa Tể Ở Đô Thị,Hoàn thành,385
100981,6,Vi Khuẩn Tu Tiên,Hoàn thành,394
101001,6,Ta Có Thể Vô Hạn Cường Hóa,Hoàn thành,400
101005,6,Nho Nhã Hiền Hoà Ta Không Phải Ma Đầu,Hoàn thành,338
101058,6,Trọng Sinh Ngộ Không Tu Yêu Lục,Hoàn thành,268
101060,6,Siêu Cấp Quang Não Hệ Thống,Hoàn thành,249
101070,6,Trọng Sinh Chi Đế Bá Tinh Không,Hoàn thành,215
101073,6,Võ Đạo Tiên Nông,Hoàn thành,236
101074,6,Tín Ngưỡng Vạn Tuế,Hoàn thành,327
101080,6,Tương Lai 100 Triệu Năm,Hoàn thành,243
101082,6,Tuyệt Đối Hư Cấu,Hoàn thành,186
101087,6,Cực Đạo Chủ,Hoàn thành,302
101098,6,Ngẫu Nhiên Trừng Phạt Khán Giả May Mắn,Hoàn thành,273
101103,6,Xuyên Qua Đại Tần Làm Bạo Quân,Hoàn thành,350
101106,6,Ta Có Một Cái Tiến Hóa Điểm,Hoàn thành,340
101129,6,Thần Cấp Y Viện,Hoàn thành,199
101135,6,Hokage Chi Ảnh Hoàng,Hoàn thành,253
101144,6,Phàm Nhân Tru Tiên Duyên,Hoàn thành,377
101146,6,Ta Có Chín Cái Nữ Đế Tỷ Tỷ,Hoàn thành,304
101148,6,Đại Đường Đệ Nhất Hùng Hài Tử,Hoàn thành,241
101149,6,Vạn Kiếm Chúa Tể,Hoàn thành,331
101189,6,Lão Bà Ta Là Nữ Tông Chủ,Hoàn thành,387
101200,6,Tối Cường Nông Dân Trang Bức Hệ Thống,Hoàn thành,359
101201,6,Hướng Về Làng Giải Trí Nã Pháo,Hoàn thành,346
101211,6,Sống Lại Làm Anime Đế Quốc,Hoàn thành,311
101212,6,Đại Tần Thần Cấp Lỗ Ban,Hoàn thành,312
101221,6,Marvel Thương Lôi Chi Ảnh,Hoàn thành,256
101248,6,Du Nhàn Đại Địa Chủ,Hoàn thành,362
101249,6,Thần Sủng Hàng Lâm,Hoàn thành,384
101260,6,Nhà Ta Bạn Gái Là Siêu Sao,Hoàn thành,317
101262,6,Ta Thành Huyền Huyễn Thế Giới Tổ Sư Gia,Hoàn thành,205
101263,6,Marvel: Vô Hạn Dị Năng,Hoàn thành,319
101284,6,Hokage Chi Uy Chấn Thiên Hạ,Hoàn thành,341
101294,6,Vô Hạn Chi Zombie,Hoàn thành,405
101296,6,Mạnh Nhất Siêu Cấp Anh Hùng,Hoàn thành,369
101339,6,Trộm Món Ăn Hệ Thống,Hoàn thành,246
101340,6,Siêu Năng Lực Gien Cải Tạo,Hoàn thành,225
101344,6,Bán Ra Tương Lai,Hoàn thành,355
101346,6,Hokage Chi Vô Tận Trang Độn,Hoàn thành,210
101352,6,Trường Đạo Tạo Thần Tiên Chức Nghiệp,Hoàn thành,365
101360,6,Cực Phẩm Phụ Trợ Hệ Thống,Hoàn thành,403
101365,6,Yêu Hầu Ngộ Không,Hoàn thành,402
101366,6,Đấu Phá Chi Phương Xa Uchiha,Hoàn thành,274
101370,6,Dragon Ball Chi Siêu Cấp Tiên Đậu,Hoàn thành,230
101377,6,Đấu La Đại Lục Chi Rinnegan,Hoàn thành,381
101392,6,Phục Thiên Kiếm Tôn,Hoàn thành,251
101394,6,Đại Sư Cứu Mạng,Hoàn thành,254
101395,6,Tu La Giác Tỉnh,Hoàn thành,158
101401,6,Siêu Thần Cảm Ứng,Hoàn thành,288
101402,6,Vấn Đạo Chương,Hoàn thành,331
101413,6,Hải Tặc Chi Thành Tựu Hệ Thống,Hoàn thành,358
101421,6,Đại Đạo Từ Tâm,Hoàn thành,223
101423,6,Nghịch Võ Chi Tôn,Hoàn thành,267
101440,6,Hứa Tiên Bá Đồ,Hoàn thành,234
101442,6,Hỏa Ảnh Chi Lăng Thiên Kiếm Đạo,Hoàn thành,341
101446,6,Thôn Phệ Vạn Giới,Hoàn thành,341
101466,6,Từ Giờ Phút Này Bắt Đầu Khiến Cho Thế Giới Cảm Thụ Thống Khổ,Hoàn thành,349
101477,6,Phật Bản Thị Đạo,Hoàn thành,262
101478,6,Thôn Phệ Tinh Không Hậu Truyện,Hoàn thành,168
101496,6,Sủng Vật Của Ta Là Boss,Hoàn thành,336
101501,6,Siêu Thần Tinh Thẻ Sư,Hoàn thành,356
101547,6,Ma Pháp Sư,Hoàn thành,359
101553,6,Đại Chưởng Môn Hệ Thống,Hoàn thành,377
101565,6,Yêu Nghiệt Quật Khởi Lục,Hoàn thành,196
101588,6,One Piece Ta Có 999 Trái Ác Quỷ,Hoàn thành,308
101600,6,Hokage Giới Ninja Trùm Phản Diện,Hoàn thành,241
101640,6,Tiêu Diêu Túy Thế Lục,Hoàn thành,183
101645,6,Đô Thị Chi Tối Ngưu Tu Tiên,Hoàn thành,256
101646,6,Trọng Sinh Chi Tán Tài Hệ Thống,Hoàn thành,389
101679,6,Thần Cấp Trò Chơi Ở Cổ Đại,Hoàn thành,368
101681,6,Vô Hạn Cắn Nuốt Cự Thú,Hoàn thành,265
101690,6,Quỷ Thần Quán Net,Hoàn thành,206
101693,6,Ta Wechat Group Nối Liền Tam Giới,Hoàn thành,321
101699,6,Ngẫu Nhiên Từ Hải Tặc Bắt Đầu,Hoàn thành,304
101706,6,Một Quyền Nháy Mắt Hạ Gục Hệ Thống,Hoàn thành,347
101713,6,Quyền Hoàng Chi Mộng,Hoàn thành,403
101714,6,Hắc Ám Chấp Pháp Quan,Hoàn thành,406
101721,6,Bắt Đầu Giết Chóc,Hoàn thành,345
101729,6,Đô Thị Tối Cường Tiện Nhân Chủ Bá,Hoàn thành,390
101731,6,Những Năm Đó Ta Bán Hung Trạch,Hoàn thành,309
101749,6,Kuroko No Basket Tống Mạn Hệ Thống,Hoàn thành,284
101750,6,Long Chau Chi Người Saiya Bản Năng,Hoàn thành,224
101756,6,Vạn Năng Sửa Chữa Phô,Hoàn thành,363
101759,6,Long Châu Cực Hạn Đột Phá,Hoàn thành,282
101762,6,Long Châu Chi Tối Cường Sharingan,Hoàn thành,345
101764,6,Thám Tử Conan Chi Đại Thúc,Hoàn thành,256
101767,6,Long Châu Tối Cường Krillin,Hoàn thành,395
101773,6,Detective Conan Chủ Tiệm Cà Phê,Hoàn thành,265
101777,6,Bám Thân Mạnh Nhất Songoku,Hoàn thành,287
101784,6,Em Gái Của Ta Là Umaru,Hoàn thành,318
101786,6,Kuroko Mạnh Nhất Cầu Thần,Hoàn thành,223
101791,6,Slytherin Ma Chú Vương Tử,Hoàn thành,382
101798,6,Konoha Shiranui Genma,Hoàn thành,400
101801,6,Đấu La Chi Băng Hoàng,Hoàn thành,345
101805,6,Slamdunk Chi Ikegami Ryoji,Hoàn thành,274
101824,6,Tối Cường Thổ Hào Đả Kiểm Hệ Thống,Hoàn thành,208
101828,6,Cộng Sinh Giới Chỉ,Hoàn thành,239
101833,6,Hải Tặc Vương Chi Tối Cường Chi Đồng,Hoàn thành,302
101838,6,Vô Địch Thôn Phệ Hệ Thống,Hoàn thành,393
101842,6,Hổ Chi Dực,Hoàn thành,250
101843,6,Trọng Sinh Chi Hương Thôn Dưỡng Trư,Hoàn thành,333
101844,6,Thiên Giới Gian Thương,Hoàn thành,318
101846,6,Thần Cấp Diệp Lương Thần,Hoàn thành,226
101848,6,Fairy Tail Chi Huyễn Tưởng Tạo Hình Sư,Hoàn thành,268
101849,6,Dưỡng Một Con Mèo,Hoàn thành,346
101850,6,Ta Tại Tiên Phàm Lưỡng Giới Tăng Tốc Độ,Hoàn thành,336
101854,6,Hokage Chi Giãy Giụa Vận Mệnh,Hoàn thành,251
101856,6,Hải Tặc Vương Chi Đại Thần Buggy,Hoàn thành,391
101858,6,Hokage Chi Đại Triệu Hoán Sư,Hoàn thành,303
101859,6,Hải Tặc Chi Mạnh Nhất Hải Vương,Hoàn thành,271
101860,6,Đại Hải Tặc Doflamingo,Hoàn thành,324
101864,6,Hải Tặc Chi Vương Giả Lộ,Hoàn thành,251
101865,6,Hokage Tù Binh,Hoàn thành,360
101868,6,Hunter X Hunter Vương Tọa,Hoàn thành,353
101871,6,Hải Tặc Chi Ta Có Thể Đánh Quái,Hoàn thành,280
101874,6,Hải Tặc Mạnh Nhất Người Buôn Bán,Hoàn thành,398
100106,5,Tất Sát Túc Cầu,Hoàn thành,444
100108,5,Siêu Cấp Cầu Thủ Chạy Cánh,Hoàn thành,427
100124,5,Gôn Thần,Hoàn thành,412
100143,5,Giới Bóng Đá Tiểu Tướng,Hoàn thành,427
100282,5,Võng Du: Ta Skill Bị Động Nhiều Lắm,Hoàn thành,421
100463,5,Tuyệt Thế Tiêu Viêm,Hoàn thành,437
100498,5,Cuồng Bạo Công Lược Hệ Thống,Hoàn thành,426
100507,5,Ma Pháp Thợ Săn Thần Chi Truyền Thuyết,Hoàn thành,337
100526,5,Võng Du Chi Long Kỵ Vô Song,Hoàn thành,422
100532,5,Khởi Động Lại Trò Chơi Thời Đại,Hoàn thành,417
100537,5,Làm Bộ Là Cái Boss,Hoàn thành,418
100583,5,Tri Thức Của Ta Có Thể Bán Ra Tiền,Hoàn thành,408
100591,5,Từ Rút Đao Bắt Đầu Hokage Thế Giới,Hoàn thành,434
100652,5,Ta Có Thể Tùy Cơ Hội Lựa Chọn,Hoàn thành,410
100672,5,Đấu La Chi Ngạo Thế,Hoàn thành,419
100699,5,Hogwarts Độc Trứng Gà,Hoàn thành,411
100713,5,Chiến Thần Tiểu Nông Dân,Hoàn thành,444
100751,5,Thì Không Thương Nhân Vị Diện Túng Hoành,Hoàn thành,442
100759,5,Siêu Thần Học Viện Chi Hư Không Kim Dực,Hoàn thành,423
100769,5,Hồng Hoang Hỗn Độn Ma Viên,Hoàn thành,412
100837,5,Trong Đầu Ta Có Vạn Giới,Hoàn thành,414
100928,5,Ta Mang Cửa Hàng Chuyển Kiếp,Hoàn thành,430
100930,5,Người Nguyên Thủy Ta Đến Từ Trái Đất,Hoàn thành,415
100956,5,Vạn Giới Qidian,Hoàn thành,433
101126,5,Vạn Cổ Đệ Nhất Cường Giả,Hoàn thành,413
101252,5,Yêu Hoàng Thần Sủng Tiến Hóa Hệ Thống,Hoàn thành,416
101319,5,Thảm Cỏ Xanh Thánh Phụ,Hoàn thành,422
101323,5,Cốt Vương Vạn Năng Tiệm Tạp Hóa,Hoàn thành,423
101338,5,Gian Phòng Ta Có Cái Tinh Tế Chiến Trường,Hoàn thành,443
101404,5,Tối Cường Phản Phái Kiếm Thần,Hoàn thành,422
101450,5,Thằng Hề Trò Chơi,Hoàn thành,419
101506,5,Siêu Thời Không Bình Trắc,Hoàn thành,416
101593,5,Đô Thị Thần Hào Tầm Mỹ Hệ Thống,Hoàn thành,423
101594,5,Tận Thế Chi Bạo Lực Triệu Hoán Sư,Hoàn thành,429
101649,5,Từ Lúc Bắt Đầu Liền Vô Địch,Hoàn thành,440
101683,5,Hải Tặc Chi Ninja Hào,Hoàn thành,429
101717,5,Tà Phái Chưởng Môn Nhân,Hoàn thành,419
101718,5,Pubg Rơi Xuống Đất Thành Thần,Hoàn thành,420
101741,5,Tối Cường Vô Địch Tông Môn,Hoàn thành,427
101751,5,Kuroko No Basket Một Cái Khác Kỳ Tích,Hoàn thành,410
101753,5,Harry Potter Thiên Sinh Phan Phái,Hoàn thành,426
101763,5,Prince Of Tennis Break Serve Ngủ Thần,Hoàn thành,439
101765,5,Hải Tặc Vương Chi Thích Khách U Ảnh,Hoàn thành,433
101772,5,Tử Thần Chi Cuồng Đồ,Hoàn thành,411
101774,5,Thiên Đình Đọc Truyện App,Hoàn thành,413
101797,5,Harry Potter Chi Ta Là Truyền Kỳ,Hoàn thành,412
101832,5,Hải Tặc Vương Chi Cực Ác Thời Đại,Hoàn thành,427
101840,5,Sử Thượng Tối Cường Cửa Hàng,Hoàn thành,439
101881,5,Hỏa Ảnh Chi Siêu Cấp Quang Hoàn Hệ Thống,Hoàn thành,424
100113,4,Vương Tử Tao Nhã,Hoàn thành,447
100180,4,Đại Xà Kabuto Nghịch Tập,Hoàn thành,448
100219,4,Điên Cuồng Nữ Nhi Quốc,Hoàn thành,449
100231,4,Võng Du Chi Luân Hồi Tam Quốc,Hoàn thành,424
100290,4,Hải Tặc: Ta Ăn Ma Bư Quả Thực,Hoàn thành,446
100518,4,Dị Giới Vị Diện Thương Nhân,Hoàn thành,448
100666,4,Ta Tu Luyện Trò Chơi,Hoàn thành,445
100820,4,Cửu Tử Tiên Tôn,Hoàn thành,449
101156,4,Tây Du: Thần Cấp Sơn Trại Đại Sư,Hoàn thành,449
101409,4,Dáng Dấp Quá Hung Làm Sao Bây Giờ,Hoàn thành,431
101456,4,Ma Vật Tế Đàn,Hoàn thành,448
101685,4,Dị Giới Văn Hoá Đại Xâm Lấn,Hoàn thành,447
101738,4,Trò Chơi Trao Đổi Nhân Sinh,Hoàn thành,446
101739,4,Hư Không Chi Chủ,Hoàn thành,430
101847,4,Bàn Tay Vàng Buôn Bán Thương,Hoàn thành,446
100101,3,Vị Diện Pháo Hôi Cấp Cứu Trạm,Hoàn thành,636
100102,3,Red Rebels,Hoàn thành,843
100103,3,Hư Trúc Truyền Nhân Bóng Đá Lữ Trình,Hoàn thành,569
100104,3,Ngao Du Tiên Võ,Hoàn thành,913
100105,3,Bóng Đá Chi Siêu Cấp Huấn Luyện Bản,Hoàn thành,473
100107,3,Cầu Vương Dưỡng Thành Khí,Hoàn thành,1417
100109,3,Trọng Pháo Chi Vương,Hoàn thành,479
100110,3,Hoàn Mỹ Giữa Sân,Hoàn thành,740
100111,3,Lục Nhân Yêu Vương,Hoàn thành,963
100114,3,Ta Là Jose,Hoàn thành,905
100116,3,Firenze Thời Đại,Hoàn thành,1417
100117,3,Trọng Sinh Định Tam Quốc,Hoàn thành,572
100118,3,Lục Nhân Phong Thần,Hoàn thành,901
100119,3,Truyền Kỳ Cò Môi Giới,Hoàn thành,703
100120,3,Trọng Sinh 1994 Chi Giới Bóng Đá Phong Vân 2,Hoàn thành,692
100121,3,Bóng Rổ Giải Trí Thiên Vương,Hoàn thành,538
100122,3,Bóng Đá Máy Sửa Chữa,Hoàn thành,784
100126,3,Quán Quân Giáo Phụ,Hoàn thành,1009
100127,3,Siêu Cấp Vua Bóng Đá,Hoàn thành,895
100128,3,Ta Họ Ferguson,Hoàn thành,719
100129,3,Tống Mạn Chí Tôn Chiến Thần,Hoàn thành,1708
100130,3,Nhất Đại Cầu Thần Trương Thiết Hán,Hoàn thành,535
100131,3,Thắt Lưng,Hoàn thành,977
100132,3,Pokemon Chi Phàm Đồ,Hoàn thành,883
100135,3,Ta Là Quaresma,Hoàn thành,577
100155,3,Siêu Cấp Võ Hiệp Phó Bản Hệ Thống,Hoàn thành,498
100156,3,U Minh Chi Chủ,Hoàn thành,842
100157,3,Thiên Đạo Chi Tể,Hoàn thành,1127
100158,3,Thần Cấp Liệp Sát Giả,Hoàn thành,1223
100159,3,Mạt Thế Chi Đấu Loại Trò Chơi,Hoàn thành,810
100160,3,Hắc Ám Vô Hạn,Hoàn thành,1586
100161,3,Vô Hạn Dị Hỏa Lục,Hoàn thành,2028
100163,3,Xuyên Qua Trở Thành Bardock,Hoàn thành,483
100164,3,Ta Muốn Ăn Vĩ Thú,Hoàn thành,592
100165,3,Mỹ Nữ Tập Hợp Chi Vô Hạn Luân Hồi,Hoàn thành,1105
100166,3,Hokage Chi Chân Lý Chi Môn,Hoàn thành,1535
100167,3,Hạnh Phúc Võ Hiệp,Hoàn thành,1073
100168,3,Type-Moon Gensōkyō Siêu Việt Giả,Hoàn thành,2623
100169,3,Hồi Sinh One Piece Chi Phó Thuyền Trưởng,Hoàn thành,1186
100170,3,Vô Hạn Làm Công,Hoàn thành,1234
100171,3,Thiếu Nữ Khế Ước Chi Thư,Hoàn thành,1235
100172,3,Liên Minh Huyền Thoại Chi Tuyệt Thế Vô Song,Hoàn thành,2314
100173,3,One Piece Chi Tu La Zoro,Hoàn thành,1078
100174,3,Thứ Nguyên Đại Loạn Đấu,Hoàn thành,1605
100175,3,Hokage Chi Tu La Hàng Thế,Hoàn thành,1235
100178,3,Khế Ước Mỹ Nữ Chi Vô Địch Thăng Cấp,Hoàn thành,1089
100181,3,Xuyên Việt Võ Hiệp Thế Giới,Hoàn thành,611
100182,3,Võ Hiệp Thế Giới Bên Trong Vương Gia,Hoàn thành,471
100185,3,Vô Hạn Thế Giới Lữ Hành Giả,Hoàn thành,1661
100189,3,Tần Thời Minh Nguyệt Chi Chưởng Môn Nhân,Hoàn thành,846
100190,3,Mạt Thế Trọng Sinh Chi Phân Thân,Hoàn thành,1016
100191,3,Loli Cướp Đoạt Chi Thư,Hoàn thành,614
100192,3,Tống Mạn Chi Thoát Tuyến Nhân Vật Nam Chính,Hoàn thành,472
100193,3,Pokemon Chi Vân Phong,Hoàn thành,670
100194,3,Võng Du Chi Chí Tôn May Mắn,Hoàn thành,1683
100195,3,Hokage Chi Siêu Cấp Phụ Trợ,Hoàn thành,530
100196,3,Mỹ Nữ Sủng Vật Quân Đoàn,Hoàn thành,1394
100197,3,Chúa Tể Nhị Thứ Nguyên,Hoàn thành,479
100198,3,Hokage Chi Linh Vương Naruto,Hoàn thành,647
100199,3,Mạt Thế Chi Thẻ Bài Đại Sư,Hoàn thành,776
100200,3,Xuyên Việt Giả Sát Thủ,Hoàn thành,547
100201,3,Võ Đạo Chi Vô Tận Luân Hồi,Hoàn thành,743
100202,3,Liên Minh Anh Hùng Chi Vô Địch Thăng Cấp,Hoàn thành,832
100203,3,Võng Du Chi Mộng Tưởng Tinh Thần,Hoàn thành,997
100204,3,Siêu Vị Diện Chinh Phục Hệ Thống,Hoàn thành,493
100205,3,Trọng Sinh Chi Giả Thuyết Thiên Đế,Hoàn thành,461
100206,3,Võng Du Tam Quốc Chi Thiên Hạ Anh Hào,Hoàn thành,583
100207,3,Mạt Thế Một Giây Đồng Hồ,Hoàn thành,731
100208,3,Võng Du Chi Linh Bảo,Hoàn thành,618
100210,3,Dragon Ball Chi Lực Lượng Chí Thượng,Hoàn thành,555
100211,3,Hokage Nhẫn Thuật Đại Tông Sư,Hoàn thành,840
100212,3,Dragon Ball Chi Siêu Vũ Trụ,Hoàn thành,492
100213,3,Hokage Chi Daiguren Hyourinmaru,Hoàn thành,652
100214,3,Long Châu Chi Siêu Cấp Tông Sư,Hoàn thành,986
100217,3,Lol Chi Duy Ngã Độc Tôn,Hoàn thành,1238
100220,3,Võng Du Chi Võ Lâm Thần Thoại,Hoàn thành,1027
100222,3,Toaru Majutsu No Index Copy Năng Lực Giả,Hoàn thành,1520
100223,3,Vô Hạn Thứ Nguyên Phồn Hoa,Hoàn thành,944
100224,3,Hokage Chi Thần Chi Uchiha,Hoàn thành,510
